organisation_name,town_city,county,type_rating,route,company_website
Navys Technologies Limited,London,,Worker (A rating),Skilled Worker,
NDL Software Ltd,WETHERBY,West Yorkshire,Worker (A rating),Skilled Worker,
Neara Software Ltd,Reading,Berkshire,Worker (A rating),Skilled Worker,
NEC Software Solutions UK Ltd,Hemel Hempstead,Hertfordshire,Worker (A rating),Skilled Worker,
"NEC Telecom MODUS, Ltd",Leatherhead,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
"NEC Telecom MODUS, Ltd",Leatherhead,Surrey,Worker (A rating),Skilled Worker,
Nendrasys Technologies UK Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nendrasys Technologies UK Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Neo Technology Limited,London,Greater London,Worker (A rating),Skilled Worker,
Neo-Global Technology Ltd,Hallow,Essex,Worker (A rating),Skilled Worker,
Neos Networks Limited,Perth,,Worker (A rating),Skilled Worker,
Neosalpha Technologies Limited,Maidenhead,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Neosalpha Technologies Limited,Maidenhead,Berkshire,Worker (A rating),Skilled Worker,
Nervecentre Software Ltd,Wokingham,,Worker (A rating),Skilled Worker,
Nephos Technologies,London,---,Worker (A rating),Skilled Worker,
Nest Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NET AI TECH LTD,EDINBURGH,Scotland,Worker (A rating),Skilled Worker,
Nest Digital Limited,London,,Worker (A rating),Skilled Worker,
Net Zero Technology Centre Limited,Aberdeen,,Worker (A rating),Skilled Worker,
NetCracker Technology EMEA Ltd,Histon,Cambridgeshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Netcore Cloud Limited,London,,Worker (A rating),Skilled Worker,
NetCracker Technology EMEA Ltd,Histon,Cambridgeshire,Worker (A rating),Skilled Worker,
NetMind.AI Ltd,London,,Worker (A rating),Skilled Worker,
Netsol Technologies Europe Limited,Horsham,,Worker (A rating),Skilled Worker,
Netsol Technologies Europe Limited,Horsham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Network Access Associates Limited,London,,Worker (A rating),Skilled Worker,
Network 2 Supplies Ltd,Bury St Edmunds,Suffolk,Worker (A rating),Skilled Worker,
Network Access Associates Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Network Centric Support,London,,Worker (A rating),Skilled Worker,
Network Communication Systems Ltd,Doncaster,United Kingdom,Worker (A rating),Skilled Worker,
Network DNA Ltd,Aberdeen,,Worker (A rating),Skilled Worker,
NETWORK DRY CLEANERS LTD,BUSHEY,,Worker (A rating),Skilled Worker,
Network Energy Limited,Wembley,,Worker (A rating),Skilled Worker,
Network Fantasy Holdings Limited,London,,Worker (A rating),Skilled Worker,
NETWORK GUARD (UK) LIMITED,LONDON,,Worker (A rating),Skilled Worker,
NETWORK FOOD DISTRIBUTION LTD,LONDON,,Worker (A rating),Skilled Worker,
ALARIS THE RF TECHNOLOGY GROUP LTD,LINCOLN,Lincolnshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Aira Digital Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
AI Recruitment Technologies Limited,Knowsley,Merseyside,Worker (A rating),Skilled Worker,
AGS Cyber,London,,Worker (A rating),Skilled Worker,
Aksha Technologies Limited,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
Address Intelligence Technologies Limited,London,,Worker (A rating),Skilled Worker,
Aksha Technologies Limited,Watford,Hertfordshire,Worker (A rating),Skilled Worker,https://open.endole.co.uk
AGS Cyber,London,,Worker (A rating),Skilled Worker,https://www.agscyber.com
ALARIS THE RF TECHNOLOGY GROUP LTD,LINCOLN,Lincolnshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
AI Recruitment Technologies Limited,Knowsley,Merseyside,Worker (A rating),Skilled Worker,
Aira Digital Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Allied Software Ltd,Glasgow,,Worker (A rating),Skilled Worker,https://alliedsoftware.co.uk
AllPoints Fibre Networks Limited,Reading,,Worker (A rating),Skilled Worker,https://allpointsfibre.uk
Address Intelligence Technologies Limited,London,,Worker (A rating),Skilled Worker,
Aligne Technologies Ltd,London,,Worker (A rating),Skilled Worker,
ALPHA2 SOLUTIONS & SOFTWARE LIMITED,LONDON,,Worker (A rating),Skilled Worker,https://open.endole.co.uk
ALARIS THE RF TECHNOLOGY GROUP LTD,LINCOLN,Lincolnshire,Worker (A rating),Skilled Worker,https://alaris.tech
Alfa Financial Software Ltd,London,,Worker (A rating),Skilled Worker,
Alp Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.alp-technologies.com
Altana Technologies UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://altana.ai
Ankar.ai,London,,Worker (A rating),Skilled Worker,https://ankar.ai
Altana Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
AlSaab Ltd t/a AlSaab Digital Ventures,London,,Worker (A rating),Skilled Worker,
Anansi Technology Limited,London,,Worker (A rating),Skilled Worker,
Amphora Technologies Limited,Belfast,Antrim,Worker (A rating),Skilled Worker,
AND Technology Research Limited,Epping,Essex,Worker (A rating),Skilled Worker,http://andtechnology.co.uk
APCO Technologies Services Ltd,Didcot,,Worker (A rating),Skilled Worker,https://www.apco-technologies.eu
Ant Data Limited,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
ANSA Data Analytics Ltd,Aberdeen,,Worker (A rating),Skilled Worker,
ANZ DIGITAL LIMITED,"Welwyn Garden City,",,Worker (A rating),Skilled Worker,https://www.anz.co.uk
Ant Data Limited,Liverpool,,Worker (A rating),Skilled Worker,
Antare Technology Limited,London,,Worker (A rating),Skilled Worker,
APG Technologies Limited,London,Greater London,Worker (A rating),Skilled Worker,https://www.ukcompanydir.com
Applied Manufacturing Technologies Ltd,Pembroke,Dyfed,Worker (A rating),Skilled Worker,http://applied-mt.com
Applied Scientific Technologies Ltd,Stokesley,North Yorkshire,Worker (A rating),Skilled Worker,http://appliedscientifictechnology.com
APCO Technologies Services Ltd,Didcot,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.apco-technologies.eu
Appella AI Limited,London,,Worker (A rating),Skilled Worker,https://www.appella.net
Apis Assay Technologies,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,
"API Software Limited (Trading as ""AutoRek"")",Glasgow,,Worker (A rating),Skilled Worker,
Applexus Infotech Ltd,Amersham,,Worker (A rating),Skilled Worker,https://www.applexus.com
Appsync Technologies Limited,Luton,,Worker (A rating),Skilled Worker,
Arkana Technology Limited,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,https://www.arkanatechnology.com
Arkphire Technologies UK Ltd T/A Presidio,London,,Worker (A rating),Skilled Worker,https://blog.arkphire.com
Argti Software & IT Solutions UK Ltd,Preston,,Worker (A rating),Skilled Worker,https://www.argti.co.uk
Arete Medical Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,https://www.aretemedicalcommunity.com
Argentum Data Solutions Ltd,Windsor,,Worker (A rating),Skilled Worker,
ARIES GLOBAL SOFTWARE HOLDING LIMITED,London,,Worker (A rating),Skilled Worker,https://www.aries.global
Art Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.arttechnologies.co
ARIS Software UK Limited,Bracknell,,Worker (A rating),Skilled Worker,https://aris.com
Arrakis Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.arrakistechnologies.ai
Arva AI Ltd,London,,Worker (A rating),Skilled Worker,https://arva.ai
ASAP Cloud Solutions,Tunbridge Wells,,Worker (A rating),Skilled Worker,https://asapcloud.com
ARNOLD MAGNETIC TECHNOLOGIES LIMITED,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
Artemis Technologies Ltd,Poole,,Worker (A rating),Skilled Worker,
Artificial Intelligence Digital Solutions Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
ASFIN SOFTWARE & CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,https://www.asfinsoftware.com
Ascend Technologies Limited,Southampton,Hampshire,Worker (A rating),Skilled Worker,
Arvia Water Technologies Ltd,Runcorn,Cheshire,Worker (A rating),Skilled Worker,
Assist Digital EU Limited,LONDON,,Worker (A rating),Skilled Worker,https://assistdigital.com
ASKK Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.askktech.com
ASPER TECHNOLOGIES LIMITED,Wembley,,Worker (A rating),Skilled Worker,
Atomic Digital Marketing Ltd,Cheshire,,Worker (A rating),Skilled Worker,https://atomicdigitalmarketing.co.uk
Aspire technology solutions,Gateshead,,Worker (A rating),Skilled Worker,
Assemble Technology Ltd,Liverpool,Merseyside,Worker (A rating),Skilled Worker,https://www.assembletechnology.io
ASPIRED DIGITAL LTD,Ilford,,Worker (A rating),Skilled Worker,
Astrid Technologies LTD,London,,Worker (A rating),Skilled Worker,http://astridtech.co.uk
Astute Data Systems Ltd,Canterbury,Kent,Worker (A rating),Skilled Worker,
Atomic Wire Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.atomicwire.io
Avigna Technology Solutions Limited,London,,Worker (A rating),Skilled Worker,https://www.avignatech.com
Avos Technology Ltd,Cambridge,,Worker (A rating),Skilled Worker,https://www.prosegur.com
Atominvest Software Ltd,London,,Worker (A rating),Skilled Worker,
Autify Digital Ltd,Nottingham,Nottinghamshire,Worker (A rating),Skilled Worker,https://www.autify.co.uk
Auto Network (GB) Limited,LIVERPOOL,"Merseyside, England",Worker (A rating),Skilled Worker,https://www.companieslist.co.uk
AYKO Digital Limited t/a AYKO,Leeds,,Worker (A rating),Skilled Worker,https://www.ayko.com
Aventus Network Services Limited,East Grinstead,,Worker (A rating),Skilled Worker,https://aventus.com
BA Technologies Limited,Portsmouth,Hants,Worker (A rating),Skilled Worker,https://www.bartechnologies.uk
Balindra Software Limited,London,,Worker (A rating),Skilled Worker,https://balindrasoftware.co.uk
BALRE TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,https://bale-tech.com
Aware Digital Ltd,Stoke on Trent,,Worker (A rating),Skilled Worker,https://www.awaredigital.co.uk
Avon Network Events,Bristol,,Worker (A rating),Skilled Worker,
Axia Computer Systems Limited,Watford,Hertfordshire,Worker (A rating),Skilled Worker,https://www.axia.co.uk
Axiom Technologies Pty Ltd,Crawley,West Sussex,Worker (A rating),Skilled Worker,https://ext.axiomtechnologies.com
AZo Network UK Limited,Manchester,,Worker (A rating),Skilled Worker,
BB2 Digital and Technology Services Ltd,London,,Worker (A rating),Skilled Worker,https://opengovuk.com
BANKTECH SOFTWARE SERVICES LIMITED,Cambridge,,Worker (A rating),Skilled Worker,https://bank.tech
BANDGI TECHNOLOGIES PVT LTD,MAIDENHEAD,BERKSHIRE,Worker (A rating),Skilled Worker,
Barracuda Networks Limited,Nottingham,,Worker (A rating),Skilled Worker,https://www.barracuda.com
Barracuda Networks Limited,Nottingham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.barracuda.com
Beta Technology Limited,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,https://www.betatechnology.co.uk
BG Infotech Ltd,London,,Worker (A rating),Skilled Worker,https://www.bginfotech.co.uk
BCS Data Centres Limited,London,,Worker (A rating),Skilled Worker,https://www.bcsconsultancy.com
Barrier Networks Limited,Glasgow,,Worker (A rating),Skilled Worker,
BIG PICTURE (SOFTWARE) LIMITED,Snaith,East Yorkshire,Worker (A rating),Skilled Worker,https://www.bigpicturesoft.in
Bead Technologies Limited,London,,Worker (A rating),Skilled Worker,http://www.beadtechnology.com
BERKUK TECHNOLOGY LTD,Sheffield,,Worker (A rating),Skilled Worker,
Berkshire Technologies Limited,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
BirdsEyeView Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.birdseyeviewtechnologies.com
BiologIC Technologies,Soham,,Worker (A rating),Skilled Worker,https://biologic-tech.com
Big Orange Software trading as Sonin,Reigate,Surrey,Worker (A rating),Skilled Worker,https://sonin.agency
BIG DATA SCIENCE & TECHNOLOGY LIMITED,Feltham,England,Worker (A rating),Skilled Worker,
Bliss software solutions Ltd,Aylesbury,Buckinghamshire,Worker (A rating),Skilled Worker,https://blisssoftwaresolutions.co.uk
BigByte Digital Ltd,Manchester,,Worker (A rating),Skilled Worker,
BIM Technologies (Europe) Limited,Newcastle upon Tyne,UK,Worker (A rating),Skilled Worker,
Black Box Network Services (UK) Limited,Reading,,Worker (A rating),Skilled Worker,https://www.blackbox.com
Blackhawk Network EMEA Limited,Hemel Hempstead,,Worker (A rating),Skilled Worker,
Bloc Digital Ltd,Derby,,Worker (A rating),Skilled Worker,https://bloc.digital
Bloompark Software Services Ltd,Slough,Berkshire,Worker (A rating),Skilled Worker,https://www.bing.com
Blue Precision Technologies Ltd,Maidstone,Kent,Worker (A rating),Skilled Worker,https://www.blueprecision.co.uk
Bluemax Technology Support Ltd.,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,https://bluemaxinfo.co.uk
BLUEGRID TECHNOLOGY LTD,Peterborough,,Worker (A rating),Skilled Worker,https://www.bluegridutilities.com
BLOOP AI LIMITED,LONDON,England,Worker (A rating),Skilled Worker,https://getbloop.ai
BLOW MOULDING TECHNOLOGIES,Belfast,United Kingdom,Worker (A rating),Skilled Worker,
AI Recruitment Technologies Limited,Knowsley,Merseyside,Worker (A rating),Skilled Worker,https://airecruitment.com
AlSaab Ltd t/a AlSaab Digital Ventures,London,,Worker (A rating),Skilled Worker,https://immigrationgpt.co.uk
Aligne Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.aligne.ai
Address Intelligence Technologies Limited,London,,Worker (A rating),Skilled Worker,
Aira Digital Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Alfa Financial Software Ltd,London,,Worker (A rating),Skilled Worker,
Amphora Technologies Limited,Belfast,Antrim,Worker (A rating),Skilled Worker,https://amphora.net
Ant Data Limited,Liverpool,,Worker (A rating),Skilled Worker,https://www.antdataltd.co.uk
Anansi Technology Limited,London,,Worker (A rating),Skilled Worker,https://withanansi.com
Apis Assay Technologies,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,https://www.apisassay.com
"API Software Limited (Trading as ""AutoRek"")",Glasgow,,Worker (A rating),Skilled Worker,http://api-software.co.uk
Argentum Data Solutions Ltd,Windsor,,Worker (A rating),Skilled Worker,https://www.argentum.co.uk
ARNOLD MAGNETIC TECHNOLOGIES LIMITED,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,https://www.arnoldmagnetics.co.uk
ANSA Data Analytics Ltd,Aberdeen,,Worker (A rating),Skilled Worker,https://ansa-data.com
Antare Technology Limited,London,,Worker (A rating),Skilled Worker,https://antare.com
Ant Data Limited,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
ASPER TECHNOLOGIES LIMITED,Wembley,,Worker (A rating),Skilled Worker,https://www.aspertechnologies.com
Appsync Technologies Limited,Luton,,Worker (A rating),Skilled Worker,
ASPIRED DIGITAL LTD,Ilford,,Worker (A rating),Skilled Worker,https://www.aspired.digital
Artemis Technologies Ltd,Poole,,Worker (A rating),Skilled Worker,https://www.artemistechnologies.co.uk
Artificial Intelligence Digital Solutions Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
Arvia Water Technologies Ltd,Runcorn,Cheshire,Worker (A rating),Skilled Worker,
Ascend Technologies Limited,Southampton,Hampshire,Worker (A rating),Skilled Worker,
AZo Network UK Limited,Manchester,,Worker (A rating),Skilled Worker,https://www.azonetwork.com
Aspire technology solutions,Gateshead,,Worker (A rating),Skilled Worker,https://www.aspirets.com
Barrier Networks Limited,Glasgow,,Worker (A rating),Skilled Worker,https://www.barriernetworks.com
Astute Data Systems Ltd,Canterbury,Kent,Worker (A rating),Skilled Worker,https://www.astutegroup.com
Avon Network Events,Bristol,,Worker (A rating),Skilled Worker,https://avonnetworkevents.co.uk
Atominvest Software Ltd,London,,Worker (A rating),Skilled Worker,
BERKUK TECHNOLOGY LTD,Sheffield,,Worker (A rating),Skilled Worker,https://berkuk.com
BigByte Digital Ltd,Manchester,,Worker (A rating),Skilled Worker,https://bigbyte.digital
Blackhawk Network EMEA Limited,Hemel Hempstead,,Worker (A rating),Skilled Worker,https://blackhawknetwork.com
BANDGI TECHNOLOGIES PVT LTD,MAIDENHEAD,BERKSHIRE,Worker (A rating),Skilled Worker,https://www.bandgitechnologies.com
Berkshire Technologies Limited,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
BIM Technologies (Europe) Limited,Newcastle upon Tyne,UK,Worker (A rating),Skilled Worker,https://www.bimtechnologies.co.uk
BIG DATA SCIENCE & TECHNOLOGY LIMITED,Feltham,England,Worker (A rating),Skilled Worker,
BMC Software Ltd,Winnersh Triangle,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bmc.com
BLOW MOULDING TECHNOLOGIES,Belfast,United Kingdom,Worker (A rating),Skilled Worker,https://www.bing.com
BMLL Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.bmlltech.com
Blue Car Technologies Limited,Reading,Berkshire,Worker (A rating),Skilled Worker,
BOREAS SOFTWARE AND CONSULTING LTD,London,,Worker (A rating),Skilled Worker,https://www.boreassoftware.com
Bond Financial Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.bond-financial.com
Blue State Digital UK Limited,London,,Worker (A rating),Skilled Worker,https://www.bluestate.co
BMC Software Ltd,Winnersh Triangle,Berkshire,Worker (A rating),Skilled Worker,
Bo Digital Ltd,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,
Bottomline Technologies Limited,Theale,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bottomline.com
Boku Network Services UK Ltd,London,,Worker (A rating),Skilled Worker,https://www.boku.com
Brady Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bradytechnologies.com
BORIS SOFTWARE LIMITED,LEEDS,,Worker (A rating),Skilled Worker,https://boris-software.com
Borer Data Systems Ltd,Winnersh,,Worker (A rating),Skilled Worker,
Branthill Computing Ltd,Covent,,Worker (A rating),Skilled Worker,http://www.branthill.com
BRG INFOTECH LIMITED,London,,Worker (A rating),Skilled Worker,https://www.brginfotech.co.uk
Bottomline Technologies Limited,Theale,Berkshire,Worker (A rating),Skilled Worker,
Brady Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.bradytechnologies.com
BrightSign Digital Ltd,Great Shelford,,Worker (A rating),Skilled Worker,https://www.brightsign.biz
Brain Labs Digital Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.brainlabsdigital.com
Brain Labs Digital Ltd,London,,Worker (A rating),Skilled Worker,
Bricklane Technologies Ltd,London,,Worker (A rating),Skilled Worker,
BrightSign Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.brightsign.biz
BRICLOGIX TECHNOLOGIES LTD,Uxbridge,,Worker (A rating),Skilled Worker,
Brightly Software Limited,"Chatham Maritime, Chatham,",Kent,Worker (A rating),Skilled Worker,
Bristol Fluid System Technologies Ltd. T/A Swagelok Central UK,Bristol,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,https://www.bing.com
Britannia Cloud Ltd,London,England,Worker (A rating),Skilled Worker,
Brompton Technology Ltd,London,,Worker (A rating),Skilled Worker,https://www.brompton.com
Broad Visions Technologies Ltd,Reading,,Worker (A rating),Skilled Worker,
Broadvision Technologies (UK) Ltd,London,,Worker (A rating),Skilled Worker,https://broadvision.com
BRS Technology Limited,GLASGOW,Lanarkshire,Worker (A rating),Skilled Worker,https://brstechnology.co.uk
Bromley Computer And Laptop Repairs,Bromley,,Worker (A rating),Skilled Worker,http://bromleycomputerrepair.com
Britasia TV Networks Ltd,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
Bubo AI Ltd,Middlesborough,,Worker (A rating),Skilled Worker,https://bubo.ai
Brown Earth Technologies UK Limited,Sutton,,Worker (A rating),Skilled Worker,
BTL NETWORK LTD T/a Paytap,London,,Worker (A rating),Skilled Worker,https://immigrationgpt.co.uk
BUSINESS DATA QUALITY LTD,LONDON,,Worker (A rating),Skilled Worker,
BZ Technology Limited,London,Greater London,Worker (A rating),Skilled Worker,https://www.ukcompanydir.com
C SQUARED NETWORKS LTD,London,,Worker (A rating),Skilled Worker,https://csquarednetworks.com
Cairn technology Ltd,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,https://cairntechnology.com
C.D.S. Computer Design Systems Ltd,Salford,Greater Manchester,Worker (A rating),Skilled Worker,https://manchester.cylex-uk.co.uk
CAPITAL TRAINING AND DEVELOPMENT NETWORK,London,,Temporary Worker (A rating),Charity Worker,https://capitaltraining.com
Capsa.AI Ltd,London,,Worker (A rating),Skilled Worker,https://capsa.ai
C3 BIO-TECHNOLOGIES LIMITED,Lancaster,Lancashire,Worker (A rating),Skilled Worker,https://c3biotech.com
Carbon (AI) Ltd,Middlesbrough,County Durham,Worker (A rating),Skilled Worker,https://carbonai.eco
Caldervale Technology Limited,Dewsbury,West Yorkshire,Worker (A rating),Skilled Worker,https://www.caldertech.com
Call Systems Technology Limited,Elstree,Hertfordshire,Worker (A rating),Skilled Worker,https://www.call-systems.com
Cambridge Photon Technology Limited,Saffron Walden,Essex,Worker (A rating),Skilled Worker,
Camden AI Limited,London,,Worker (A rating),Skilled Worker,
Catalent Micron Technologies Limited,Dartford,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.catalent.com
Cato Networks (UK) Limited,London,,Worker (A rating),Skilled Worker,https://www.catonetworks.com
Caribbean & African Health Network (CAHN),Manchester,,Worker (A rating),Skilled Worker,https://www.cahn.org.uk
Cast Software Limited,London,,Worker (A rating),Skilled Worker,https://www.castsoftware.com
CCm Technologies Ltd,Swindon,,Worker (A rating),Skilled Worker,https://www.ccmtechnologies.co.uk
CCS Technology Ltd,Coventry,Warwickshire,Worker (A rating),Skilled Worker,https://www.ccstech.co.uk
Catch Digital,London,,Worker (A rating),Skilled Worker,https://www.catchdigital.io
Caysure Digital Limited,London,,Worker (A rating),Skilled Worker,https://caysure.digital
Catalent Micron Technologies Limited,Dartford,,Worker (A rating),Skilled Worker,
Celestia Technologies Group - UK Ltd,Edinburgh,,Worker (A rating),Skilled Worker,https://www.celestia-uk.com
CCL Technology Solutions Ltd,Bellshill,,Worker (A rating),Skilled Worker,
Central Technology Ltd,Chesterfield,Derbshire,Worker (A rating),Skilled Worker,https://www.centralnetworks.co.uk
Celebrium Technologies Limited,Bradford,ENGLAND,Worker (A rating),Skilled Worker,https://www.celebriumtech.com
Celebrus Technologies Plc,Sunbury,Middlesex,Worker (A rating),Skilled Worker,https://www.celebrus.com
Centillion Technology Limited,Cambridge,,Worker (A rating),Skilled Worker,https://centillion.eu
Cenex (Centre of Excellence for Low Carbon and Fuel Cell Technologies),Loughborough,Leicestershire,Worker (A rating),Skilled Worker,
Centium Software Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
Chameleon Technology Ltd,Harrogate,,Worker (A rating),Skilled Worker,https://chameleontechnology.co.uk
CENTRE OF INTELLIGENT TECHNOLOGIES LTD,Dewsbury,,Worker (A rating),Skilled Worker,
Cheq Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker,https://cheqtechnologies.com
CENTURAY TECHNOLOGIES UK LTD,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Centrepoint Computer Services Ltd,Epsom,Surrey,Worker (A rating),Skilled Worker,
Certs Assured Technology Limited,Letchworth,Hertfordshire,Worker (A rating),Skilled Worker,
Chime Software Limited,Kings Langley,,Worker (A rating),Skilled Worker,https://www.chimesoftware.co.uk
Cheam Academies Network,Cheam,Surrey,Worker (A rating),Skilled Worker,
"CHONGQING CABERS ENVIRONMENTAL PROTECTION TECHNOLOGY UK CO, LTD",London,,Worker (A rating),Skilled Worker,https://www.chongqingcabers.co.uk
CHESTER CENTRAL PRIMARY CARE NETWORK LTD,CHESTER,CHESHIRE,Worker (A rating),Skilled Worker,
Chilli Source Software Limited,Newry,Co Down,Worker (A rating),Skilled Worker,https://chillisourcesoftware.co.uk
Chipper Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker,
Chipper Technologies (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://chippertechnologies.com
Cityplus Network Ltd,London,,Worker (A rating),Skilled Worker,https://www.cityplusnetwork.co.uk
Chipstone (UK) Technologies Ltd,London,,Worker (UK Expansion Worker: Provisional ),Global Business Mobility: UK Expansion Worker,
CIM Software Ltd,Southampton,Hampshire,Worker (A rating),Skilled Worker,
Circle Cloud Communications Ltd,SOUTHAMPTON,,Worker (A rating),Skilled Worker,https://circle.cloud
CITATION CYBER LIMITED,Lancaster,,Worker (A rating),Skilled Worker,https://citationcyber.com
CITY CONSTRUCTION NETWORK LTD,ILFORD,,Worker (A rating),Skilled Worker,https://www.cityconstructionltd.co.uk
CLAIMWISE AI LIMITED,London,,Worker (A rating),Skilled Worker,
CITYSCAPE DIGITAL LIMITED,LONDON,GREATER LONDON,Worker (A rating),Skilled Worker,
Clarity Software Group Limited,Solihull,West Midlands,Worker (A rating),Skilled Worker,https://clarity-software.com
Cloud Cowork Ltd,Romford,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,https://www.companieslist.co.uk
Clearmatics Technologies Ltd,London,,Worker (A rating),Skilled Worker,
CLOUD DATA CONSULTANTS LTD,Slough,,Worker (A rating),Skilled Worker,https://clouddataconsultants.co.uk
Clientserver Technology Solutions Ltd,Rugby,,Worker (A rating),Skilled Worker,
Clinical Network Systems Limited,London,,Worker (A rating),Skilled Worker,
Cloud Consulting Group Ltd,Bristol,,Worker (A rating),Skilled Worker,http://cloudconsultinggroup.net
Cloud Made Ltd,London,,Worker (A rating),Skilled Worker,https://open.endole.co.uk
CLOUD CX LTD,London,,Worker (A rating),Skilled Worker,
Cloud Digital Limited,Hinckley,,Worker (A rating),Skilled Worker,https://www.clouddigitalmedia.co.uk
Cloud SG UK Ltd,London,,Worker (A rating),Skilled Worker,https://www.dnb.com
Cloud Logics Ltd,BROMLEY,,Worker (A rating),Skilled Worker,https://www.cloudlogics.com
Cloud Kitchen London Ltd T/AS Hyderabad Wala {House of Biryani},London,,Worker (A rating),Skilled Worker,
Coder Technologies Inc,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,https://codertechnologies.in
COLOR STAR TECHNOLOGY UK LIMITED,London,,Worker (A rating),Skilled Worker,https://www.colorstartechnology.com
Cloud Ninjas Limited,Halesowen,West Midlands,Worker (A rating),Skilled Worker,https://cloudninjasltd.com
CLOUD ODYSSEY IT SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker,
COMM-TECH VOICE & DATA LIMITED,Norwich,Norfolk,Worker (A rating),Skilled Worker,https://www.comm-tech.co.uk
Commonplace Digital LTD,Manchester,,Worker (A rating),Skilled Worker,https://www.commonplace.is
Cloud SG UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.dnb.com
Communications Software (Airline systems) Limited,London,,Worker (A rating),Skilled Worker,https://www.oases.aero
CLOUD TAX LIMITED,London,,Worker (A rating),Skilled Worker,
cloud.IQ Limited,London,,Worker (A rating),Skilled Worker,
Colvir Software Solutions Ltd,London,,Worker (A rating),Skilled Worker,https://colvir.com
Community Trust Network,Milton Keynes,,Worker (A rating),Skilled Worker,https://www.communitylandtrusts.org.uk
COMPUTER HYPE LTD,London,London,Worker (A rating),Skilled Worker,https://www.infobel.com
Compound Digital Technologies Limited,London,,Worker (A rating),Skilled Worker,
