organisation_name,town_city,county,type_rating,route,careers_website
Silverlink Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Silverstream Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker,
Silverstream Technologies (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Silverstripe Credit and Technologies Limited,London,,Worker (A rating),Skilled Worker,
Silvertip Digital,London,,Worker (A rating),Skilled Worker,
Simplicity Cloud Ltd.,London,,Worker (A rating),Skilled Worker,
Simprints Technology Ltd.,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,
SIMPRO SOFTWARE LIMITED,Reading,,Worker (A rating),Skilled Worker,
Simpson Technology Ltd,Heald Green,,Worker (A rating),Skilled Worker,
SIMSOFT TECHNOLOGY LIMITED,Ilford,Essex,Worker (A rating),Skilled Worker,
SINE Digital Limited,London,,Worker (A rating),Skilled Worker,
SINEVIS TECHNOLOGIES UK LTD,Ruislip,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SINEVIS TECHNOLOGIES UK LTD,Ruislip,,Worker (A rating),Skilled Worker,
SIRE Technology Ltd,Crowthorne,Berkshire,Worker (A rating),Skilled Worker,
SIRI TECHNOLOGY SOLUTIONS LIMITED,BRENTWOOD,ESSEX,Worker (A rating),Skilled Worker,
Sirkka Networks Ltd,London,,Worker (A rating),Skilled Worker,
Sirron Technologies Limited,Glastonbury,Somerset,Worker (A rating),Skilled Worker,
SISL INFOTECH UK LTD,UXBRIDGE,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SISL INFOTECH UK LTD,UXBRIDGE,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
SISL INFOTECH UK LTD,UXBRIDGE,,Worker (A rating),Skilled Worker,
SISO TECHNOLOGIES (UK) LIMITED,london,,Worker (A rating),Skilled Worker,
Sisteme Technologies Limited,Sheffield,South Yourkshire,Worker (A rating),Skilled Worker,
SITA Information Networking Computing UK Ltd,Hayes,Middlesex,Worker (A rating),Skilled Worker,
SITA Information Networking Computing UK Ltd,Hayes,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SJISTIC LTD T/A issuebot.ai,Mildenhall,,Worker (A rating),Skilled Worker,
Skilled Workers Cloud LTD,London,,Worker (A rating),Skilled Worker,
Skills Office Network,Gateshead,,Worker (A rating),Skilled Worker,
Skillwork Software and Consulting Ltd,Thame,,Worker (A rating),Skilled Worker,
Skin Care Network (Barnet) Ltd,Barnet,Hertfordshire,Worker (A rating),Skilled Worker,
Sky Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Sky Technology Solutions Limited,London,,Worker (A rating),Skilled Worker,
Sky-Drones Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Skyfly Technologies Ltd,Offham,Kent,Worker (A rating),Skilled Worker,
SKYPURPLE CLOUD LIMITED,PORTSMOUTH,HANTS,Worker (A rating),Skilled Worker,
Sleek Technology Limited,London,,Worker (A rating),Skilled Worker,
Slingshot AI Limited,London,,Worker (A rating),Skilled Worker,
Slip Technology Limited,London,,Worker (A rating),Skilled Worker,
Slitherine Software UK Ltd,Lower Kingswood,Surrey,Worker (A rating),Skilled Worker,
Sloan Water Technology Limited,Southampton,,Worker (A rating),Skilled Worker,
Smarsh Software UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Smarsh Software UK Ltd,London,,Worker (A rating),Skilled Worker,
Smart Information Technologies Ltd,Kirkham,Lancashire,Worker (A rating),Skilled Worker,
Smart Manufacturing Technology Ltd,Nottingham,,Worker (A rating),Skilled Worker,
Smart Telecom Services STS LTD,Harrow,,Worker (A rating),Skilled Worker,
SMART TRADE TECHNOLOGIES UK LIMITED,London,,Worker (A rating),Skilled Worker,
SMART TRADE TECHNOLOGIES UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Smartbox Assistive Technology Limited,Malvern,,Worker (A rating),Skilled Worker,
Smarthome Technology Limited,London,,Worker (A rating),Skilled Worker,
SMARTPATH EDUCATION TECHNOLOGY LTD,London,,Worker (A rating),Skilled Worker,
Smartr.ai Ltd,Kilmarnock,,Worker (A rating),Skilled Worker,
SmartStream Technologies Ltd,Bristol,,Worker (A rating),Skilled Worker,
SmartStream Technologies Ltd,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SME Digital Solutions Ltd,Preston,,Worker (A rating),Skilled Worker,
SMRC TECHNOLOGIES LIMITED,LEEDS,West Yorkshire,Worker (A rating),Skilled Worker,
SnagR Software Limited,Stafford,,Worker (A rating),Skilled Worker,
Sneak Peek Technologies Limited,Mitcham,,Worker (A rating),Skilled Worker,
Snovasys Software Solutions Limited,Middlesex,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Snovasys Software Solutions Limited,Middlesex,,Worker (A rating),Skilled Worker,
SNOW TECHNOLOGY LTD,Belfast,,Worker (A rating),Skilled Worker,
Snowflake Computing U.K. Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Snowflake Computing U.K. Limited,London,,Worker (A rating),Skilled Worker,
So Technology Ltd,London,,Worker (A rating),Skilled Worker,
Soapbox Digital Media Ltd,Glasgow,,Worker (A rating),Skilled Worker,
Social Care Network Solutions Limited,Manchester,Lancashire,Worker (A rating),Skilled Worker,
Socius Technologies Group Limited,Guildford,Surrey,Worker (A rating),Skilled Worker,
Soderberg & Partners Technology And Services Ltd,Bristol,,Worker (A rating),Skilled Worker,
Soderberg & Partners Technology And Services Ltd,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sofant Technologies Ltd,Edinburgh,,Worker (A rating),Skilled Worker,
SOFINISH TECHNOLOGIES LIMITED,HOUNSLOW,MIDDLESEX,Worker (A rating),Skilled Worker,
Software AG (UK) Limited,Derby,Derbyshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Software AG (UK) Limited,Derby,Derbyshire,Worker (A rating),Skilled Worker,
Software Alliance Services Limited,Woking,,Worker (A rating),Skilled Worker,
SOFTWARE SHOP LTD.,London,,Worker (A rating),Skilled Worker,
Software solution systems limited,London,,Worker (A rating),Skilled Worker,
Software Tec Lab,Glasgow,Choose County,Worker (A rating),Skilled Worker,
Software Testing Services Ltd,Hertfordshire,,Worker (A rating),Skilled Worker,
Software Works For You Ltd,Sevenoaks,,Worker (A rating),Skilled Worker,
Softwire Technology Limited,London,,Worker (A rating),Skilled Worker,
Sofyne Active Technology Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sofyne Active Technology Ltd,London,,Worker (A rating),Skilled Worker,
SOL INFOTECH LIMITED,Cambridge,CAMBRIDGE,Worker (A rating),Skilled Worker,
Solace Global Cyber Limited,Poole,Dorset,Worker (A rating),Skilled Worker,
SolarEdge Technologies (UK) Ltd,Eaton Socon,Cambridgeshire,Worker (A rating),Skilled Worker,
Solarise Technology Ltd,Ilford,,Worker (A rating),Skilled Worker,
Solarvista Software Ltd,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
SOLARWINDS SOFTWARE UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SOLARWINDS SOFTWARE UK LIMITED,London,,Worker (A rating),Skilled Worker,
Soldo Software Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Soldo Software Ltd,London,,Worker (A rating),Skilled Worker,
Solera Global Technology Ltd,Leeds,,Worker (A rating),Skilled Worker,
SOLVIFY TECHNOLOGIES UK LTD,Manchester,,Worker (A rating),Skilled Worker,
Solvo.ai Ltd.,London,,Worker (A rating),Skilled Worker,
Sonat Digital Marketing Ltd.,London,,Worker (A rating),Skilled Worker,
Sonata Software Limited,Brentford,Middlesex,Worker (A rating),Skilled Worker,
Sonata Software Limited,Brentford,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sophia Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Sovereign AI Operations Limited,London,,Worker (A rating),Skilled Worker,
Spaced Digital Ltd,London,,Worker (A rating),Skilled Worker,
SPAFAX AIRLINE NETWORK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SPAFAX AIRLINE NETWORK LIMITED,London,,Worker (A rating),Skilled Worker,
SPAICE TECHNOLOGY LTD,London,,Worker (A rating),Skilled Worker,
Spark Data Systems Ltd,BRISTOL,BRISTOL,Worker (A rating),Skilled Worker,
Spark Digital Trading (UK) LLP,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Spark Digital Trading (UK) LLP,London,,Worker (A rating),Skilled Worker,
Spark Emerging Technologies Limited,Waterlooville,Hampshire,Worker (A rating),Skilled Worker,
Sparta Telecom Limited,Luton,,Worker (A rating),Skilled Worker,
Specialist Network Operations Ltd,Oswestry,Shropshire,Worker (A rating),Skilled Worker,
Spectr Infotech Limited,"Milton Keynes,",,Worker (A rating),Skilled Worker,
"Spectro Cloud, UK Limited",London,,Worker (A rating),Skilled Worker,
Spectrum Data Networks Ltd,London,,Worker (A rating),Skilled Worker,
Spectrum Data Networks Ltd,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Spectrum Networks Solutions Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
SPECTRUM TECHNOLOGY SERVICES LTD,Swindon,,Worker (A rating),Skilled Worker,
SPG INFOTECH LTD,LONDON,,Worker (A rating),Skilled Worker,
Sphere Digital Recruitment Limited,London,,Worker (A rating),Skilled Worker,
Spica Technologies Ltd,Birmingham,,Worker (A rating),Skilled Worker,
Spinal Technologies Limited,London,,Worker (A rating),Skilled Worker,
Spine Technologies (Retail) Limited,London,,Worker (A rating),Skilled Worker,
Spitfire Creative Technologies,MARGATE,Kent,Worker (A rating),Skilled Worker,
Spitfire Network Services Limited,London,,Worker (A rating),Skilled Worker,
SPLYT TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
Sporting Data Limited,Brighton,,Worker (A rating),Skilled Worker,
Sportlight Technology Ltd,London,,Worker (A rating),Skilled Worker,
Spotless AI Limited,Wolverhampton,,Worker (A rating),Skilled Worker,
Spraybooth Technology Ltd,Sudbury,Suffolk,Worker (A rating),Skilled Worker,
Sprift Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Sprint Power Technology Ltd,Birmingham,,Worker (A rating),Skilled Worker,
Spriya Technologies Ltd,Aylesbury,,Worker (A rating),Skilled Worker,
Sprout.ai Limited,Swansea,Wales,Worker (A rating),Skilled Worker,
SPS NETWORK LTD T/A PREMIER EXPRESS LLYSFAEN STORES,COLWYN BAY,,Worker (A rating),Skilled Worker,
SPS Technologies,Leicester,ENG,Worker (A rating),Skilled Worker,
Square Health Technology Limited,Windsor,Berkshire,Worker (A rating),Skilled Worker,
Square Marble Technology Limited,Manchester,,Worker (A rating),Skilled Worker,
SQUBE TECHNOLOGIES LTD,Uxbridge,Middlesex,Worker (A rating),Skilled Worker,
Squire Technologies Ltd,Dorchester,Dorset,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Squire Technologies Ltd,Dorchester,Dorset,Worker (A rating),Skilled Worker,
SR SOFTWARE DEV LIMITED,Wolverhampton,,Worker (A rating),Skilled Worker,
SRAM & MRAM TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
Sree Matha Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Srianu Technologies Ltd,Hatfield,,Worker (A rating),Skilled Worker,
SriBalaji Infotech Ltd,Leeds,West Yorkshire,Worker (A rating),Skilled Worker,
SRIHARSHITA TECHNOLOGIES LTD,Ilford,Redbridge,Worker (A rating),Skilled Worker,
SRIL TECHNOLOGIES LIMITED,MANCHESTER,,Worker (A rating),Skilled Worker,
SS Cloud Consulting Limited,Sheffield,,Worker (A rating),Skilled Worker,
SS DIGITAL SOLUTIONS LTD,Ilford,Essex,Worker (A rating),Skilled Worker,
SS WEB TECHNOLOGIES LIMITED,LEEDS,WEST YORKSHIRE,Worker (A rating),Skilled Worker,
SSOVEREIGN SOFTWARE SERVICES LIMITED,"Brentwood,",London,Worker (A rating),Skilled Worker,
SSR TECHNOLOGIES (UK) LTD,Ashford,Kent,Worker (A rating),Skilled Worker,
SSRK Software Limited,Worthing,,Worker (A rating),Skilled Worker,
SSRM TECHNOLOGIES LTD,Reading,,Worker (A rating),Skilled Worker,
SSRR Technology Ltd,Frimley,,Worker (A rating),Skilled Worker,
St Andrews Pharmaceutical Technology Limited,Henley-On-Thames,,Worker (A rating),Skilled Worker,
St. Cloud State University,Alnwick,Northumberland,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Stability AI Ltd,London,,Worker (A rating),Skilled Worker,
Stability AI Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Stackflow Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
StackOne Technologies Ltd,Newbury,Berkshire,Worker (A rating),Skilled Worker,
Stackseer Technologies Ltd.,Barnet,Hertfordshire,Worker (A rating),Skilled Worker,
STACKSTUDIO DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
Stakeholder Democracy Network,London,,Worker (A rating),Skilled Worker,
Stallions Technologies Ltd,WOLVERHAMPTON,,Worker (A rating),Skilled Worker,
STANELCO RF TECHNOLOGIES LIMITED,Southampton,,Worker (A rating),Skilled Worker,
Stanhope AI Ltd,London,,Worker (A rating),Skilled Worker,
Starburst Data UK Limited,Bicester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Starburst Data UK Limited,Bicester,,Worker (A rating),Skilled Worker,
Starfish Technologies Limited,Reading,Berkshire,Worker (A rating),Skilled Worker,
Stark Software International Ltd.,Horley,Surrey,Worker (A rating),Skilled Worker,
Starline Holdings Technology Ltd,Reading,,Worker (A rating),Skilled Worker,
START Network,London,,Worker (A rating),Skilled Worker,
Startup Voyager Digital UK Limited,London,,Worker (A rating),Skilled Worker,
Statement Technologies Limited T/A Tuza,London,,Worker (A rating),Skilled Worker,
Status Network Solutions Ltd,Hillington,Renfrewshire,Worker (A rating),Skilled Worker,
STech Technology UK Limited,London,,Worker (A rating),Skilled Worker,
Steel Software Solutions Limited,Oldham,,Worker (A rating),Skilled Worker,
Stellar Entertainment Software Ltd,Guildford,Surrey,Worker (A rating),Skilled Worker,
Stellar Global Technologies Limited,Staines-Upon-Thames,Surrey,Worker (A rating),Skilled Worker,
STELLEN INFOTECH LTD,Slough,,Worker (A rating),Skilled Worker,
Stemcell Technologies UK Limited,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,
Stemcell Technologies UK Limited,Cambridge,Cambridgeshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
STERLING AI SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker,
Sterling Thermal Technology Limited,Aylesbury,Buckinghamshire,Worker (A rating),Skilled Worker,
STERLITE TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
STERLITE TECHNOLOGIES LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sterlite Technologies UK Ventures Ltd,Krikby in Ashfield,Nottinghamshire,Worker (A rating),Skilled Worker,
Sterlite Technologies UK Ventures Ltd,Krikby in Ashfield,Nottinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
STILL WATERS GREEN TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,
STILL WATERS GREEN TECHNOLOGY LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
STL Digital UK Limited,London,,Worker (A rating),Skilled Worker,
STL Digital UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
STORELAB AI LTD,London,,Worker (A rating),Skilled Worker,
Storyteller Software Ltd,Edinburgh,Scotland,Worker (A rating),Skilled Worker,
Straight Up Technologies UK Limited,Crawley,West Sussex,Worker (A rating),Skilled Worker,
Strategic Software Applications Ltd,London,,Worker (A rating),Skilled Worker,
STRATESYS TECHNOLOGY SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker,
Stratos Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Stream Digital Ltd,Livingston,West Lothian,Temporary Worker (A rating),Creative Worker,
Streets Heaver Computer Systems Ltd,Lincoln,Lincolnshire,Worker (A rating),Skilled Worker,
Strider Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Strider Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
Strongfield Technologies Ltd,Wembley,,Worker (A rating),Skilled Worker,
Suma Software Solutions Limited,Leeds,,Worker (A rating),Skilled Worker,
Sumo Digital Limited,Sheffield,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sumo Digital Limited,Sheffield,,Worker (A rating),Skilled Worker,
SUN NETWORK LIMITED,RHYL,,Worker (A rating),Skilled Worker,
Sunlit Technologies Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,
Sunrise Software Ltd,London,,Worker (A rating),Skilled Worker,
SUNTEK TECHNOLOGY SERVICES LIMITED,STAINES,,Worker (A rating),Skilled Worker,
Supercede Technology Ltd,Telford,,Worker (A rating),Skilled Worker,
SUPERCHEFS TECHNOLOGIES LTD T/A FOODERY,BIRMINGHAM,,Worker (A rating),Skilled Worker,
Supernova Digital Media UK Ltd,London,,Worker (A rating),Skilled Worker,
Support and Action for Womens Network SAWN,Oldham,Lancashire,Worker (A rating),Skilled Worker,
Support Network Ltd,Spalding,Linconshire,Worker (A rating),Skilled Worker,
Sura Technologies Limited,Hyde,Cheshire,Worker (A rating),Skilled Worker,
Suraksha Technologies Limited,Colchester,,Worker (A rating),Skilled Worker,
Surrey Satellite Technology Ltd,Guildford,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Surrey Satellite Technology Ltd,Guildford,Surrey,Worker (A rating),Skilled Worker,
SUSE Software Solutions UK Limited,Staines-Upon-Thames,,Worker (A rating),Skilled Worker,
SUSE Software Solutions UK Limited,Staines-Upon-Thames,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sutherland Digital UK Private Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
Sutherland Digital UK Private Limited,London,,Worker (A rating),Skilled Worker,
Sutherland Digital UK Private Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SUTTON PCN s(PRIMARY CARE NETWORKS) COMMUNITY INTEREST COMPANY,Sutton,Surrey,Worker (A rating),Skilled Worker,
SVK Software LTD,Ilford,,Worker (A rating),Skilled Worker,
Swallow Technology Limited,London,,Worker (A rating),Skilled Worker,
Swaraj Technologies Limited,Greater Manchester,,Worker (A rating),Skilled Worker,
SWEECH DATA SOLUTIONS LTD,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
Sweepr Technologies UK Branch,Aberdeen,Scotland,Worker (A rating),Skilled Worker,
SWIM.AI Ltd,Cheltenham,Gloucestershire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
SWIM.AI Ltd,Cheltenham,Gloucestershire,Worker (A rating),Skilled Worker,
SWJ TECHNOLOGY UK LIMITED,Oxford,,Worker (A rating),Skilled Worker,
Sword Technology Solutions Limited,Staines,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Sword Technology Solutions Limited,Staines,,Worker (A rating),Skilled Worker,
SYKASYS TECHNOLOGIES LIMITED,Manchester,,Worker (A rating),Skilled Worker,
Sym AI LTD,London,,Worker (A rating),Skilled Worker,
Symbolica AI Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Symbolica AI Limited,London,,Worker (A rating),Skilled Worker,
Syms Digital Ltd,Manchester,,Worker (A rating),Skilled Worker,
Synativ Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Sysco Infotech Ltd,Loughton,,Worker (A rating),Skilled Worker,
Sysco Software (N.I.) Ltd,Belfast,Co. Antrim,Worker (A rating),Skilled Worker,
SYSPRO GLOBAL SOFTWARE LIMITED,London,,Worker (A rating),Skilled Worker,
SYSPRO GLOBAL SOFTWARE LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Systal Technology Solutions,Glasgow,,Worker (A rating),Skilled Worker,
Systematic Software Engineering Limited,Farnborough,Hampshire,Worker (A rating),Skilled Worker,
Systematic Software Engineering Limited,Farnborough,Hampshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Systems Technology Consultants Limited,Stoke-on-Trent,Staffordshire,Worker (A rating),Skilled Worker,
T D DATA CONSULTANCY LTD,SLOUGH,Berkshire,Worker (A rating),Skilled Worker,
T1 Digital Consultants Limited,Hillingdon,NA,Worker (A rating),Skilled Worker,
T1 DIGITAL CONSULTING LIMITED,Hillingdon,,Worker (A rating),Skilled Worker,
Tabled Technologies Limited,London,Greater London,Worker (A rating),Skilled Worker,
Tag Digital Ltd,Glasgow,Lanarkshire,Worker (A rating),Skilled Worker,
Tailor Made Technologies,Fareham,Hampshire,Worker (A rating),Skilled Worker,
Taina Technology,London,,Worker (A rating),Skilled Worker,
TAIT Technologies UK Ltd,Pontefract,,Worker (A rating),Skilled Worker,
Take-Two Interactive Software Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Take-Two Interactive Software Europe Limited,London,,Worker (A rating),Skilled Worker,
Talent Technology Limited,London,,Worker (A rating),Skilled Worker,
Talga Technologies Limited,Cambridge,,Worker (A rating),Skilled Worker,
TalkTalk Telecom Group PLC,Salford,,Worker (A rating),Skilled Worker,
TalkTalk Telecom Limited,Salford,,Worker (A rating),Skilled Worker,
TANG TECHNOLOGY CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,
Tannlin Technology Limited,Kilmarnock,,Worker (A rating),Skilled Worker,
Tanzo Technologies Ltd,Farnborough,,Worker (A rating),Skilled Worker,
TAPILINK TECHNOLOGY LIMITED,Ilford,,Worker (A rating),Skilled Worker,
Tata Technologies Europe Limited,Warwick,West Midlands,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tata Technologies Europe Limited,Warwick,West Midlands,Worker (A rating),Skilled Worker,
Tavant Technologies Private Limited,Nottingham,Nottinghamshire,Worker (A rating),Skilled Worker,
Tavant Technologies Private Limited,Nottingham,Nottinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tax Computer Systems Limited,Staines-Upon-Thames,,Worker (A rating),Skilled Worker,
Tax Digital Accountants Limited,London,,Worker (A rating),Skilled Worker,
TCJ'S TECHNOLOGIES PVT LIMITED,Milton Keynes,,Worker (A rating),Skilled Worker,
TDR Networks Ltd,Belfast,Down,Worker (A rating),Skilled Worker,
TE Digital Limited (t/a ThirdEye Consulting),London,,Worker (A rating),Skilled Worker,
Teach for All Network,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Teach for All Network,London,,Worker (A rating),Skilled Worker,
Team 17 Digital Limited,Wakefield,West Yorkshire,Worker (A rating),Skilled Worker,
TECH DIGITAL FUNNEL LIMITED trading as Kebab King,Bristol,,Worker (A rating),Skilled Worker,
TECH ENABLED MARKETING LTD (Trading name: ZYXWARE TECHNOLOGIES),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TECH ENABLED MARKETING LTD (Trading name: ZYXWARE TECHNOLOGIES),London,,Worker (A rating),Skilled Worker,
Tech14 Networks Ltd,Ruislip,London,Worker (A rating),Skilled Worker,
Techcastle Digital Ltd,Stoke-on-Trent,Staffordshire,Worker (A rating),Skilled Worker,
TECHCOM COMPUTER REPAIRS LIMITED T/A BROADWAY MOBILES & COMPUTERS,Surrey,England,Worker (A rating),Skilled Worker,
TechNet Cloud Solutions Limited,Rugby,,Worker (A rating),Skilled Worker,
TECHNOLOGY ACE LIMITED,Ilford,England,Worker (A rating),Skilled Worker,
TECHNOLOGY ASSOCIATES PRIVATE LIMITED,STAINES-UPON-THAMES,,Worker (A rating),Skilled Worker,
Technology Blueprint Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Technology Blueprint Ltd,Cambridge,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TECHNOLOGY CONSULTING CORP LTD,WOLVERHAMPTON,,Worker (A rating),Skilled Worker,
"Technology Crossover Ventures UK, LLP",London,,Worker (A rating),Skilled Worker,
"Technology Crossover Ventures UK, LLP",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Technology Expert International Limited,Horsham,,Worker (A rating),Skilled Worker,
Technology Expert International Limited,Derby,,Worker (A rating),Skilled Worker,
Technology for Growth Limited,EDINBURGH,,Worker (A rating),Skilled Worker,
Technology Holdings Worldwide Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Technology Holdings Worldwide Limited,London,,Worker (A rating),Skilled Worker,
TECHNOLOGY INNOVATORS LIMITED,Uxbridge,,Worker (A rating),Skilled Worker,
Technology Management (Midlands) Ltd,WOLVERHAMPTON,West Midlands,Worker (A rating),Skilled Worker,
Technology Risk Limited,Guildford,,Worker (A rating),Skilled Worker,
Technology Solutions2 Limited,Warwick,,Worker (A rating),Skilled Worker,
Technology Sourcing Ltd,London,,Worker (A rating),Skilled Worker,
Technology-Check LTD,England,,Worker (A rating),Skilled Worker,
TECHNOLOGY-TREND LIMITED,Eastleigh,,Worker (A rating),Skilled Worker,
Techwave Technologies UK Ltd.,Stanwell,Surrey,Worker (A rating),Skilled Worker,
Tej Software Solutions Ltd,Wokingham,Berkshire,Worker (A rating),Skilled Worker,
Tejas Software Limited,London,,Worker (A rating),Skilled Worker,
TELA TECHNOLOGY LIMITED,Solihull,,Worker (A rating),Skilled Worker,
Telecom 2 Ltd,London,,Worker (A rating),Skilled Worker,
TELECOM BUSINESS TRANSFORMERS LIMITED,Basingstoke,Hampshire,Worker (A rating),Skilled Worker,
Telecom Pioneers Ltd,London,,Worker (A rating),Skilled Worker,
TELECOM PLUS PLC,EDGWARE,,Worker (A rating),Skilled Worker,
Telecom Solutions Resource Ltd,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
Telefonica Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Telefonica Digital Limited,London,,Worker (A rating),Skilled Worker,
Telefonica Tech UK Data & AI Limited,Farnham,Surrey,Worker (A rating),Skilled Worker,
Telent Technology Services Limited,Warwick,Warwickshire,Worker (A rating),Skilled Worker,
TELESCOPE TECHNOLOGY LIMITED t/a Lightdash,London,,Worker (A rating),Skilled Worker,
TELETREE NETWORKS LTD,Bradford,,Worker (A rating),Skilled Worker,
Tern Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Ternary Technology Ltd,Reading,,Worker (A rating),Skilled Worker,
Ternary Technology Ltd,Thames Valley Park,Reading,Worker (A rating),Skilled Worker,
TerraMar Networks Limited,Derry,,Worker (A rating),Skilled Worker,
Terranova.network Limited t/a GetGround,London,,Worker (A rating),Skilled Worker,
Tesora Technology Services Ltd,Potters Bar,Hertfordshire,Worker (A rating),Skilled Worker,
Tessaract Technologies UK Limited,Farnham,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tessitura Network UK Ltd,Worcester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tessl AI Limited,London,,Worker (A rating),Skilled Worker,
Testmade Technologies Limited,Aylesbury,,Worker (A rating),Skilled Worker,
TESTQ TECHNOLOGIES LIMITED,LEICESTER,LEICESTERSHIRE,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TESTQ TECHNOLOGIES LIMITED,LEICESTER,LEICESTERSHIRE,Worker (A rating),Skilled Worker,
TESTRA TECHNOLOGIES LTD,Pudsey,,Worker (A rating),Skilled Worker,
TETRA Technologies (UK) Limited,Aberdeen,,Worker (A rating),Skilled Worker,
TETRA Technologies (UK) Limited,Aberdeen,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Texcel Technology Plc,London,,Worker (A rating),Skilled Worker,
